                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 0.8873,                0.63003,                0.99565,                0.70237,                0.44399,                0.50177,                0.32139,                 1.2798,                 1.1158,                 1.2507,               0.009109,               0.009109,               0.009109
                     48,                0.87978,                0.61985,                0.99687,                0.53875,                0.27031,                0.28763,                0.18076,                 1.9062,                 2.6234,                 1.7347,              0.0090892,              0.0090892,              0.0090892
                     49,                0.87027,                0.61482,                 0.9888,                 0.5883,                0.16641,                0.19168,                0.11534,                 2.3247,                 2.7155,                 1.8565,              0.0090694,              0.0090694,              0.0090694
                     50,                0.86853,                0.60335,                0.99065,                0.62393,                0.37897,                0.44252,                0.28656,                 1.4553,                 1.4813,                  1.352,              0.0090496,              0.0090496,              0.0090496
                     51,                0.86233,                0.59348,                0.98378,                0.62307,                0.36387,                0.37892,                0.24268,                 1.5439,                   1.57,                 1.3863,              0.0090298,              0.0090298,              0.0090298
                     52,                0.85614,                0.59681,                0.98787,                0.67203,                0.29152,                0.35024,                0.22822,                 1.6756,                   1.75,                 1.5376,                0.00901,                0.00901,                0.00901
                     53,                0.85262,                0.58416,                0.98041,                0.76722,                0.62176,                0.68043,                0.48527,                0.99061,                0.79883,                 1.0823,              0.0089902,              0.0089902,              0.0089902
                     54,                0.84784,                0.58556,                0.98219,                0.71699,                0.58242,                0.63507,                0.44318,                 1.0705,                0.88392,                 1.1212,              0.0089704,              0.0089704,              0.0089704
                     55,                0.84173,                0.57644,                0.97753,                0.60417,                0.21933,                0.27699,                0.18466,                 1.9943,                 3.0468,                  1.938,              0.0089506,              0.0089506,              0.0089506
                     56,                0.83783,                0.57171,                0.97652,                0.58858,                0.41476,                0.44403,                 0.2869,                 1.5039,                 1.4857,                 1.4348,              0.0089308,              0.0089308,              0.0089308
                     57,                0.83675,                0.56242,                0.97142,                0.54514,                0.20717,                0.23138,                 0.1442,                 1.9872,                 2.9383,                 1.7261,               0.008911,               0.008911,               0.008911
                     58,                0.83002,                0.55529,                0.96738,                0.80724,                 0.6387,                0.69806,                0.50265,                0.98036,                0.72655,                 1.0773,              0.0088912,              0.0088912,              0.0088912
                     59,                 0.8222,                0.54862,                0.96972,                0.58821,                0.30216,                0.32253,                0.20009,                 1.7551,                 1.8285,                 1.4987,              0.0088714,              0.0088714,              0.0088714
                     60,                0.82656,                0.54971,                0.96742,                  0.744,                0.43819,                0.51533,                0.34422,                 1.2088,                 1.1202,                 1.2093,              0.0088516,              0.0088516,              0.0088516
                     61,                0.81935,                0.54623,                0.96527,                0.78788,                0.65071,                0.69762,                0.50767,                0.96807,                0.74772,                 1.0659,              0.0088318,              0.0088318,              0.0088318
                     62,                 0.8079,                0.53914,                0.96051,                0.63164,                0.45003,                0.49872,                0.32478,                 1.3444,                 1.1399,                 1.2628,               0.008812,               0.008812,               0.008812
                     63,                0.80614,                0.53521,                 0.9585,                0.69688,                 0.3437,                0.40297,                0.26313,                 1.6884,                  1.808,                 1.5026,              0.0087922,              0.0087922,              0.0087922
                     64,                0.80442,                0.52689,                0.95948,                0.68395,                0.43249,                0.47748,                0.32674,                 1.2734,                 1.1657,                 1.2584,              0.0087724,              0.0087724,              0.0087724
                     65,                0.80179,                0.52389,                0.95756,                0.79177,                 0.6555,                0.70379,                0.51642,                0.97035,                0.74565,                  1.069,              0.0087526,              0.0087526,              0.0087526
                     66,                0.79349,                0.52475,                 0.9522,                0.79073,                0.51173,                0.58472,                0.40321,                 1.1249,                0.98145,                 1.1503,              0.0087328,              0.0087328,              0.0087328
                     67,                0.79654,                0.52355,                0.95338,                0.82376,                0.62333,                0.71914,                0.51869,                0.96297,                0.72356,                 1.0686,               0.008713,               0.008713,               0.008713
                     68,                0.78775,                0.51631,                0.95337,                0.57042,                0.28673,                0.31735,                0.19766,                  1.804,                 1.8519,                 1.5355,              0.0086932,              0.0086932,              0.0086932
                     69,                0.79067,                0.50876,                0.95036,                0.64169,                0.23107,                0.28001,                0.17589,                 2.1181,                 2.7015,                 1.8613,              0.0086734,              0.0086734,              0.0086734
                     70,                0.77859,                0.50294,                0.94284,                0.59516,                0.33635,                0.37955,                0.25376,                 1.6362,                 2.0048,                 1.5188,              0.0086536,              0.0086536,              0.0086536
                     71,                0.78332,                0.50419,                0.95274,                0.76279,                0.62173,                0.67439,                0.47247,                0.99828,                0.80077,                 1.0886,              0.0086338,              0.0086338,              0.0086338
                     72,                 0.7723,                0.49106,                0.94168,                0.55592,                0.34885,                0.36673,                0.23383,                 1.5928,                 1.7295,                   1.46,               0.008614,               0.008614,               0.008614
                     73,                0.76966,                0.49717,                 0.9461,                0.69832,                0.43768,                0.49055,                 0.3309,                  1.249,                 1.2294,                 1.2385,              0.0085942,              0.0085942,              0.0085942
                     74,                0.77189,                0.49732,                0.94163,                0.62169,                0.31142,                0.36384,                0.24329,                  1.711,                 2.0487,                 1.5875,              0.0085744,              0.0085744,              0.0085744
                     75,                0.76387,                0.49264,                0.94112,                0.67861,                0.25814,                0.32347,                0.21763,                 1.7583,                 2.5519,                 1.6808,              0.0085546,              0.0085546,              0.0085546
                     76,                0.76145,                0.48953,                0.93833,                0.72397,                0.39206,                0.47749,                0.32748,                 1.2954,                 1.4935,                 1.2761,              0.0085348,              0.0085348,              0.0085348
                     77,                0.75912,                0.48137,                0.93868,                0.55068,                0.37644,                0.38627,                0.25427,                 1.4952,                 1.7317,                 1.3996,               0.008515,               0.008515,               0.008515
                     78,                0.75545,                0.48512,                0.93747,                0.54607,                0.29507,                0.29396,                 0.1768,                 1.8642,                 1.9019,                 1.6097,              0.0084952,              0.0084952,              0.0084952
                     79,                0.75032,                0.47637,                0.93385,                0.65167,                0.38008,                0.41868,                0.27212,                 1.4128,                 1.6572,                 1.3431,              0.0084754,              0.0084754,              0.0084754
                     80,                0.75875,                0.47996,                 0.9384,                0.58137,                0.32745,                0.35564,                0.22728,                 1.6996,                 1.7836,                 1.4923,              0.0084556,              0.0084556,              0.0084556
                     81,                0.75013,                0.46986,                0.93478,                0.50787,                0.17734,                0.17435,                0.10764,                 2.5379,                 3.2602,                 2.1042,              0.0084358,              0.0084358,              0.0084358
                     82,                0.74259,                0.46467,                0.92943,                0.50865,                0.13782,                0.14447,                0.08947,                 2.7038,                 3.8803,                 2.2652,               0.008416,               0.008416,               0.008416
                     83,                0.74069,                0.46485,                0.92856,                0.79542,                0.67048,                0.74107,                0.53979,                0.93674,                0.69549,                 1.0592,              0.0083962,              0.0083962,              0.0083962
                     84,                0.73893,                0.46141,                0.93125,                0.65164,                0.45477,                0.53619,                0.35196,                 1.3337,                  1.331,                 1.2807,              0.0083764,              0.0083764,              0.0083764
                     85,                0.73981,                0.46528,                0.93052,                0.72828,                0.38909,                0.46297,                0.30353,                 1.3476,                 1.2976,                 1.2847,              0.0083566,              0.0083566,              0.0083566
                     86,                0.72541,                0.45632,                0.92369,                0.60388,                0.38994,                0.41526,                0.27763,                 1.3436,                  1.326,                 1.2971,              0.0083368,              0.0083368,              0.0083368
                     87,                0.72665,                0.44883,                0.92367,                0.75964,                 0.5438,                0.62753,                0.43305,                 1.0654,                0.88946,                 1.1195,               0.008317,               0.008317,               0.008317
                     88,                 0.7259,                0.45266,                0.92511,                0.62238,                0.33737,                0.39294,                0.26244,                 1.6688,                 1.8902,                 1.5843,              0.0082972,              0.0082972,              0.0082972
                     89,                0.72185,                0.44329,                0.92193,                0.78011,                0.50508,                0.59963,                0.41048,                 1.1051,                0.96471,                 1.1538,              0.0082774,              0.0082774,              0.0082774
                     90,                0.71583,                0.44817,                0.92344,                0.71578,                0.53174,                 0.6085,                 0.4153,                 1.0977,                0.88925,                 1.1481,              0.0082576,              0.0082576,              0.0082576
                     91,                0.71833,                0.44697,                0.92224,                0.62614,                0.34056,                0.38905,                0.25462,                 1.6509,                 1.8449,                 1.5083,              0.0082378,              0.0082378,              0.0082378
                     92,                0.71519,                0.44112,                 0.9173,                0.58662,                0.27492,                 0.2658,                0.15806,                    1.8,                 1.9728,                 1.5912,               0.008218,               0.008218,               0.008218
                     93,                0.71204,                0.43771,                0.91648,                0.64162,                0.31631,                0.37418,                0.24773,                 1.6817,                 2.2111,                 1.5214,              0.0081982,              0.0081982,              0.0081982
                     94,                0.70756,                0.43861,                0.91561,                0.51652,                0.16429,                0.18617,                0.11834,                 2.4367,                 4.7273,                 2.2836,              0.0081784,              0.0081784,              0.0081784
                     95,                 0.7105,                0.43711,                 0.9166,                0.73765,                 0.5015,                0.59889,                0.42014,                 1.1119,                 1.1552,                 1.1632,              0.0081586,              0.0081586,              0.0081586
