                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.5071,                 1.3636,                 1.4821,                0.65201,                0.19651,                0.20685,                0.11157,                 1.8332,                 2.4568,                 1.6175,             0.00019609,             0.00019609,             0.00019609
                     19,                  1.513,                 1.3576,                 1.4563,                0.65085,                0.18087,                0.21403,                0.11429,                 1.8636,                  2.298,                 1.6158,             0.00019379,             0.00019379,             0.00019379
                     20,                 1.4561,                 1.2832,                 1.4335,                0.69886,                0.21738,                0.26032,                0.12943,                 1.8457,                 2.0075,                 1.5921,             0.00019148,             0.00019148,             0.00019148
                     21,                 1.4313,                 1.2583,                 1.4103,                0.70173,                0.19849,                0.25683,                0.15303,                 1.7051,                 2.0838,                 1.5379,             0.00018917,             0.00018917,             0.00018917
                     22,                 1.4229,                 1.2388,                 1.3947,                0.72826,                0.21927,                0.26365,                0.14687,                 1.7846,                 1.9579,                 1.5477,             0.00018687,             0.00018687,             0.00018687
                     23,                 1.4134,                 1.2223,                 1.3914,                0.69433,                 0.2141,                0.25624,                0.14519,                 1.7008,                   2.12,                 1.4927,             0.00018456,             0.00018456,             0.00018456
                     24,                 1.3923,                   1.19,                 1.3682,                0.58564,                0.22864,                0.25271,                0.14768,                 1.7625,                  2.013,                 1.5353,             0.00018225,             0.00018225,             0.00018225
                     25,                 1.3923,                 1.2153,                 1.3799,                0.61493,                0.26959,                 0.3051,                0.18249,                 1.6709,                 2.0846,                 1.4755,             0.00017995,             0.00017995,             0.00017995
                     26,                 1.3619,                 1.1573,                 1.3727,                 0.6529,                 0.2565,                0.31519,                0.17703,                 1.7138,                 1.9506,                 1.5059,             0.00017764,             0.00017764,             0.00017764
                     27,                 1.3375,                 1.1496,                 1.3421,                0.73316,                0.24499,                 0.3017,                0.18024,                 1.6644,                 1.8188,                 1.4642,             0.00017533,             0.00017533,             0.00017533
                     28,                 1.3298,                 1.1207,                 1.3365,                 0.4845,                0.37018,                0.35156,                0.21741,                 1.7063,                 1.8141,                 1.4935,             0.00017303,             0.00017303,             0.00017303
                     29,                 1.3119,                 1.1064,                 1.3178,                0.60905,                0.29324,                0.32192,                0.18433,                 1.7085,                 1.9308,                 1.4871,             0.00017072,             0.00017072,             0.00017072
                     30,                 1.2906,                 1.0835,                 1.3179,                0.50586,                0.25399,                0.26942,                0.15123,                  1.692,                 2.2419,                 1.5115,             0.00016841,             0.00016841,             0.00016841
                     31,                  1.296,                 1.0533,                  1.294,                0.53155,                0.32903,                0.32287,                 0.1877,                  1.709,                 1.8958,                 1.4709,             0.00016611,             0.00016611,             0.00016611
                     32,                 1.2828,                 1.0662,                 1.2966,                0.52192,                0.33086,                0.35223,                0.20645,                 1.6785,                 1.9757,                 1.4587,              0.0001638,              0.0001638,              0.0001638
                     33,                 1.2666,                  1.042,                 1.2857,                0.57624,                0.38748,                0.36587,                0.21435,                 1.6611,                 1.8774,                 1.4576,             0.00016149,             0.00016149,             0.00016149
                     34,                 1.2572,                 1.0243,                 1.2792,                0.61691,                0.31569,                0.36083,                 0.2204,                  1.612,                 1.9061,                 1.4478,             0.00015919,             0.00015919,             0.00015919
                     35,                 1.2392,                  1.003,                 1.2689,                0.67618,                 0.3235,                0.37712,                0.22466,                  1.625,                 1.9117,                  1.446,             0.00015688,             0.00015688,             0.00015688
                     36,                 1.2533,                 1.0117,                 1.2772,                0.53039,                0.35856,                0.38797,                0.23266,                 1.5842,                 1.7537,                 1.4177,             0.00015457,             0.00015457,             0.00015457
                     37,                 1.2557,                 1.0092,                 1.2705,                0.48877,                0.39419,                0.37192,                0.20279,                 1.6629,                 1.7818,                 1.4395,             0.00015227,             0.00015227,             0.00015227
                     38,                  1.225,                0.98491,                 1.2572,                0.48911,                0.37812,                0.37853,                0.21897,                 1.6489,                 1.7419,                 1.4595,             0.00014996,             0.00014996,             0.00014996
                     39,                 1.2132,                0.96321,                 1.2509,                0.57668,                0.35111,                0.40598,                 0.2512,                 1.5891,                 1.7296,                 1.4235,             0.00014765,             0.00014765,             0.00014765
                     40,                 1.2123,                0.95715,                 1.2412,                0.49553,                0.42836,                0.41986,                0.24505,                 1.6493,                 1.7541,                  1.454,             0.00014535,             0.00014535,             0.00014535
                     41,                 1.2048,                0.94907,                 1.2373,                0.62567,                0.37248,                0.41558,                0.25747,                 1.6008,                 1.8471,                  1.423,             0.00014304,             0.00014304,             0.00014304
                     42,                 1.1787,                0.93067,                 1.2249,                0.54983,                0.34908,                 0.3754,                0.22395,                 1.6187,                 1.7866,                 1.4275,             0.00014073,             0.00014073,             0.00014073
                     43,                 1.1973,                0.93971,                 1.2345,                0.59711,                 0.3703,                0.43168,                0.24909,                 1.5983,                 1.7012,                 1.4105,             0.00013843,             0.00013843,             0.00013843
                     44,                 1.1667,                0.90568,                 1.2099,                  0.568,                0.37143,                0.42719,                0.25344,                 1.6194,                 1.7476,                 1.4203,             0.00013612,             0.00013612,             0.00013612
                     45,                 1.1664,                0.90672,                 1.2152,                 0.5812,                0.42313,                0.43636,                0.26227,                 1.5647,                  1.742,                 1.3951,             0.00013381,             0.00013381,             0.00013381
                     46,                 1.1683,                0.90645,                  1.216,                0.52829,                0.41011,                0.42347,                0.24672,                 1.6204,                 1.7863,                 1.4187,             0.00013151,             0.00013151,             0.00013151
                     47,                 1.1488,                0.87301,                 1.2008,                0.54459,                0.43566,                0.43459,                0.26209,                 1.5714,                 1.6579,                 1.4014,              0.0001292,              0.0001292,              0.0001292
                     48,                 1.1542,                 0.8906,                 1.1947,                0.56014,                0.45569,                0.44042,                 0.2697,                 1.6316,                 1.7956,                 1.4387,             0.00012689,             0.00012689,             0.00012689
                     49,                 1.1436,                0.87628,                 1.1981,                 0.5686,                0.44298,                0.44168,                0.25631,                 1.5761,                 1.7858,                 1.4042,             0.00012459,             0.00012459,             0.00012459
                     50,                 1.1347,                 0.8676,                 1.1895,                0.48453,                0.41798,                0.43212,                0.25334,                 1.5695,                 1.7884,                 1.3933,             0.00012228,             0.00012228,             0.00012228
                     51,                 1.1352,                0.86294,                 1.1913,                0.63901,                0.41862,                0.45325,                0.27008,                 1.5686,                 1.6019,                 1.3966,             0.00011997,             0.00011997,             0.00011997
                     52,                 1.1235,                0.84551,                 1.1905,                0.69927,                0.42693,                0.44651,                0.27534,                 1.6094,                 1.6034,                 1.4274,             0.00011767,             0.00011767,             0.00011767
                     53,                 1.1187,                0.84758,                 1.1857,                0.56253,                 0.4159,                0.44899,                0.26914,                 1.5896,                 1.7474,                  1.418,             0.00011536,             0.00011536,             0.00011536
                     54,                  1.113,                0.83924,                 1.1826,                0.65274,                0.41478,                0.45659,                0.27351,                 1.5798,                 1.6772,                  1.395,             0.00011305,             0.00011305,             0.00011305
                     55,                 1.1017,                0.82241,                 1.1604,                0.63365,                0.45723,                0.46073,                0.28339,                 1.5925,                 1.6598,                  1.401,             0.00011074,             0.00011074,             0.00011074
                     56,                 1.1002,                0.81886,                  1.181,                0.55923,                0.43807,                0.44756,                0.27499,                 1.5917,                 1.6894,                 1.4126,             0.00010844,             0.00010844,             0.00010844
                     57,                 1.1071,                0.82833,                 1.1742,                0.64117,                0.42213,                0.47247,                0.28106,                 1.6178,                 1.5955,                 1.4164,             0.00010613,             0.00010613,             0.00010613
                     58,                 1.0942,                0.81631,                 1.1617,                0.58793,                0.45581,                0.45898,                0.28604,                 1.5776,                 1.7717,                 1.3906,             0.00010382,             0.00010382,             0.00010382
                     59,                 1.1014,                0.81713,                 1.1746,                0.52842,                0.46183,                0.44985,                0.27897,                  1.576,                 1.6241,                 1.3875,             0.00010152,             0.00010152,             0.00010152
                     60,                 1.0811,                0.78971,                 1.1538,                0.65392,                0.44523,                0.46885,                0.28887,                 1.5483,                 1.8052,                  1.379,             9.9211e-05,             9.9211e-05,             9.9211e-05
                     61,                 1.0839,                0.80481,                 1.1607,                0.58676,                0.44543,                0.46479,                0.27798,                 1.5723,                 1.6659,                   1.39,             9.6905e-05,             9.6905e-05,             9.6905e-05
                     62,                 1.0814,                0.79283,                 1.1657,                0.65734,                0.41212,                0.45878,                0.27377,                 1.5814,                 1.7793,                 1.3833,             9.4598e-05,             9.4598e-05,             9.4598e-05
                     63,                 1.0699,                0.77614,                 1.1487,                0.59603,                0.44769,                 0.4528,                0.27389,                 1.5885,                 1.6259,                 1.3959,             9.2291e-05,             9.2291e-05,             9.2291e-05
                     64,                   1.06,                  0.768,                 1.1438,                0.61057,                 0.4222,                0.45439,                0.27822,                 1.5796,                 1.6527,                  1.386,             8.9985e-05,             8.9985e-05,             8.9985e-05
                     65,                 1.0662,                0.77458,                 1.1478,                0.67207,                0.41981,                0.46374,                0.28701,                 1.5432,                 1.7488,                 1.3597,             8.7678e-05,             8.7678e-05,             8.7678e-05
                     66,                 1.0606,                0.76006,                 1.1405,                0.61181,                0.44357,                0.47963,                0.30959,                 1.5443,                 1.7235,                 1.3784,             8.5371e-05,             8.5371e-05,             8.5371e-05
                     67,                 1.0548,                 0.7596,                 1.1392,                0.73453,                0.42017,                 0.4736,                0.29847,                 1.5393,                 1.7114,                 1.3853,             8.3064e-05,             8.3064e-05,             8.3064e-05
                     68,                 1.0598,                0.77078,                 1.1434,                0.65639,                0.43573,                0.47803,                0.29351,                 1.5511,                 1.6275,                 1.3857,             8.0758e-05,             8.0758e-05,             8.0758e-05
                     69,                 1.0679,                0.75729,                 1.1427,                 0.5442,                 0.4773,                0.46193,                0.28606,                 1.5244,                 1.6576,                 1.3681,             7.8451e-05,             7.8451e-05,             7.8451e-05
                     70,                 1.0514,                0.75251,                 1.1389,                0.70722,                0.43166,                0.47245,                0.29147,                 1.5283,                 1.6824,                 1.3622,             7.6144e-05,             7.6144e-05,             7.6144e-05
                     71,                 1.0425,                0.74709,                 1.1371,                0.57108,                 0.4688,                0.49263,                0.30161,                 1.5374,                 1.5939,                  1.367,             7.3838e-05,             7.3838e-05,             7.3838e-05
                     72,                 1.0451,                0.75022,                   1.14,                0.68543,                0.43058,                0.47825,                0.30147,                 1.5448,                 1.6178,                 1.3859,             7.1531e-05,             7.1531e-05,             7.1531e-05
                     73,                 1.0293,                0.74261,                 1.1217,                0.77829,                0.38466,                0.48226,                0.29486,                 1.5771,                 1.7311,                 1.3962,             6.9224e-05,             6.9224e-05,             6.9224e-05
                     74,                 1.0244,                0.72373,                 1.1237,                0.64159,                 0.4478,                0.48269,                0.29878,                 1.5484,                 1.6514,                 1.3784,             6.6918e-05,             6.6918e-05,             6.6918e-05
                     75,                 1.0357,                0.74389,                 1.1262,                   0.65,                0.45486,                0.48024,                0.29445,                 1.5652,                 1.6099,                 1.3922,             6.4611e-05,             6.4611e-05,             6.4611e-05
                     76,                 1.0145,                0.72403,                 1.1217,                0.59562,                0.45491,                  0.491,                    0.3,                  1.562,                 1.7038,                 1.3858,             6.2304e-05,             6.2304e-05,             6.2304e-05
                     77,                 1.0012,                0.71312,                 1.1109,                0.64246,                0.44109,                0.48021,                0.29716,                 1.5262,                 1.6446,                 1.3528,             5.9998e-05,             5.9998e-05,             5.9998e-05
                     78,                 1.0091,                0.70931,                 1.1085,                0.64599,                0.45855,                0.47909,                0.29717,                 1.5316,                 1.6341,                 1.3694,             5.7691e-05,             5.7691e-05,             5.7691e-05
                     79,                 0.9985,                0.70365,                 1.1153,                0.69706,                 0.4362,                0.50282,                0.31147,                 1.5154,                 1.5569,                 1.3601,             5.5384e-05,             5.5384e-05,             5.5384e-05
                     80,                0.99372,                0.70625,                 1.1004,                 0.5762,                0.46805,                 0.4793,                0.30326,                 1.5238,                 1.6274,                 1.3541,             5.3077e-05,             5.3077e-05,             5.3077e-05
                     81,                0.99714,                0.70894,                 1.1184,                0.57094,                0.47007,                0.49255,                0.31049,                 1.5182,                 1.6211,                 1.3574,             5.0771e-05,             5.0771e-05,             5.0771e-05
                     82,                 1.0036,                0.71312,                 1.1177,                0.64354,                0.43518,                0.48857,                0.30035,                 1.5729,                 1.6541,                 1.3947,             4.8464e-05,             4.8464e-05,             4.8464e-05
                     83,                0.98887,                0.69174,                 1.1055,                0.67922,                0.43247,                0.48781,                0.29845,                 1.5345,                 1.6449,                 1.3595,             4.6157e-05,             4.6157e-05,             4.6157e-05
                     84,                0.98372,                0.68685,                 1.1029,                 0.7088,                0.41279,                0.49872,                 0.3095,                 1.5244,                 1.6567,                 1.3623,             4.3851e-05,             4.3851e-05,             4.3851e-05
                     85,                 0.9812,                0.68387,                 1.1013,                0.73821,                 0.4242,                0.48368,                0.30034,                 1.5437,                 1.7301,                 1.3738,             4.1544e-05,             4.1544e-05,             4.1544e-05
                     86,                 0.9868,                0.67955,                 1.1079,                0.65979,                0.44358,                 0.4873,                  0.304,                 1.5477,                 1.6138,                 1.3683,             3.9237e-05,             3.9237e-05,             3.9237e-05
                     87,                0.99825,                0.70057,                 1.1045,                0.71067,                0.41083,                0.49661,                0.31229,                 1.5247,                  1.772,                 1.3577,             3.6931e-05,             3.6931e-05,             3.6931e-05
                     88,                0.97711,                0.67894,                 1.0971,                0.61207,                0.44079,                0.48494,                0.29625,                 1.5312,                 1.7103,                 1.3691,             3.4624e-05,             3.4624e-05,             3.4624e-05
                     89,                 1.0017,                0.69209,                 1.1035,                0.72038,                0.42043,                0.48565,                0.29922,                 1.5449,                 1.6387,                 1.3773,             3.2317e-05,             3.2317e-05,             3.2317e-05
                     90,                0.97919,                0.67687,                  1.101,                 0.6666,                0.43013,                0.48988,                0.30962,                 1.5591,                 1.6404,                 1.3917,              3.001e-05,              3.001e-05,              3.001e-05
                     91,                0.92338,                0.63271,                 1.0797,                0.62576,                0.43986,                0.49157,                 0.3124,                 1.5283,                 1.7392,                 1.3783,             2.7704e-05,             2.7704e-05,             2.7704e-05
                     92,                0.90964,                0.61243,                 1.0801,                 0.6771,                0.42496,                0.49501,                0.31098,                 1.5428,                 1.6566,                 1.3703,             2.5397e-05,             2.5397e-05,             2.5397e-05
                     93,                0.90275,                0.60964,                 1.0758,                0.72441,                0.42193,                0.49036,                0.30722,                 1.5453,                 1.7038,                 1.3784,              2.309e-05,              2.309e-05,              2.309e-05
                     94,                 0.8936,                  0.598,                  1.075,                0.64048,                0.44753,                 0.4962,                0.30159,                 1.5604,                 1.7132,                 1.3831,             2.0784e-05,             2.0784e-05,             2.0784e-05
                     95,                0.88825,                0.59713,                 1.0665,                0.66981,                0.43479,                0.48951,                0.31111,                 1.5075,                 1.6568,                 1.3599,             1.8477e-05,             1.8477e-05,             1.8477e-05
                     96,                0.89029,                0.59215,                 1.0651,                0.64085,                0.44226,                0.49419,                 0.3112,                 1.5068,                 1.6984,                 1.3526,              1.617e-05,              1.617e-05,              1.617e-05
                     97,                0.89616,                0.59972,                 1.0747,                0.68736,                0.43177,                0.49622,                0.30711,                 1.5244,                 1.6241,                 1.3562,             1.3864e-05,             1.3864e-05,             1.3864e-05
                     98,                 0.8906,                0.59551,                 1.0674,                0.67666,                 0.4366,                0.50027,                0.31418,                 1.5386,                 1.6631,                  1.368,             1.1557e-05,             1.1557e-05,             1.1557e-05
                     99,                0.88341,                0.58849,                 1.0633,                0.71142,                0.42464,                0.49978,                0.31507,                 1.5169,                 1.6569,                 1.3601,             9.2501e-06,             9.2501e-06,             9.2501e-06
                    100,                0.88325,                0.58874,                 1.0601,                0.68142,                0.43509,                0.49429,                0.31159,                  1.524,                 1.6899,                 1.3566,             6.9434e-06,             6.9434e-06,             6.9434e-06
