                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     57,                 1.1053,                0.79371,                 1.1327,                0.46952,                  0.247,                0.23082,                0.14011,                   2.25,                 4.0381,                 2.0772,               0.008911,               0.008911,               0.008911
                     58,                 1.0939,                0.76871,                 1.1144,                0.65494,                 0.5277,                0.54412,                0.34864,                 1.9221,                 1.4932,                 1.7628,              0.0088912,              0.0088912,              0.0088912
                     59,                 1.0805,                0.76826,                 1.1201,                0.48984,                 0.5706,                0.52152,                 0.3391,                 1.8678,                 1.5964,                 1.7157,              0.0088714,              0.0088714,              0.0088714
                     60,                 1.0999,                0.77973,                  1.131,                0.38499,                0.37116,                0.37092,                0.22965,                 2.0596,                 2.1041,                 1.8269,              0.0088516,              0.0088516,              0.0088516
                     61,                 1.0923,                0.78224,                 1.1296,                0.53034,                0.55161,                0.54734,                0.34814,                 1.8548,                 1.5949,                 1.7351,              0.0088318,              0.0088318,              0.0088318
                     62,                 1.0737,                0.76086,                 1.1196,                0.51671,                0.54226,                 0.5172,                0.31013,                 1.9404,                 1.6425,                 1.7381,               0.008812,               0.008812,               0.008812
                     63,                 1.0752,                0.76441,                  1.118,                0.60213,                0.51154,                0.53838,                 0.3333,                 1.8536,                 1.7711,                 1.7213,              0.0087922,              0.0087922,              0.0087922
                     64,                 1.0826,                0.75978,                 1.1138,                 0.5887,                 0.5279,                0.52834,                0.35223,                 1.7772,                   1.67,                 1.6843,              0.0087724,              0.0087724,              0.0087724
                     65,                 1.0816,                0.75029,                 1.1123,                0.66915,                0.53482,                0.54771,                0.34787,                 1.8599,                 1.5426,                 1.7333,              0.0087526,              0.0087526,              0.0087526
                     66,                 1.0643,                0.75016,                 1.1097,                0.65356,                0.40854,                0.44645,                0.23969,                 2.2289,                 1.7859,                 2.0101,              0.0087328,              0.0087328,              0.0087328
                     67,                 1.0714,                0.74488,                 1.1019,                0.65091,                0.56022,                0.55727,                0.37315,                 1.7916,                 1.4289,                 1.6395,               0.008713,               0.008713,               0.008713
                     68,                 1.0578,                0.73929,                 1.1004,                0.60313,                0.56334,                0.55252,                0.35876,                 1.9331,                 1.5992,                 1.7932,              0.0086932,              0.0086932,              0.0086932
                     69,                 1.0659,                0.74458,                 1.1185,                0.69839,                0.47119,                0.48691,                0.29747,                 1.9891,                 1.7053,                 1.7637,              0.0086734,              0.0086734,              0.0086734
                     70,                 1.0649,                0.72201,                 1.1039,                0.55182,                0.53471,                0.53172,                 0.3317,                 1.9167,                 1.4824,                 1.7429,              0.0086536,              0.0086536,              0.0086536
                     71,                 1.0496,                0.72938,                 1.1059,                0.63659,                0.39792,                0.46832,                0.27786,                 1.8628,                 1.7417,                 1.6835,              0.0086338,              0.0086338,              0.0086338
                     72,                 1.0641,                 0.7286,                 1.1131,                0.63449,                0.56571,                 0.5605,                0.33516,                 1.8744,                 1.4446,                 1.7293,               0.008614,               0.008614,               0.008614
                     73,                 1.0464,                 0.7217,                 1.1102,                0.66519,                0.52632,                 0.5481,                0.34406,                 1.9058,                 1.5976,                 1.7901,              0.0085942,              0.0085942,              0.0085942
                     74,                 1.0101,                0.68736,                 1.0811,                0.60144,                0.50156,                0.54788,                0.32889,                  1.892,                  1.524,                 1.7098,              0.0085744,              0.0085744,              0.0085744
                     75,                 1.0504,                0.70379,                 1.0862,                0.53965,                0.53676,                0.53315,                0.32014,                 1.8379,                 1.4619,                 1.6535,              0.0085546,              0.0085546,              0.0085546
                     76,                 1.0283,                0.69746,                 1.0935,                0.73513,                0.42589,                0.51048,                0.29449,                 1.9667,                 1.6879,                 1.7425,              0.0085348,              0.0085348,              0.0085348
                     77,                 1.0357,                0.69229,                 1.0852,                0.69578,                0.19678,                0.25482,                0.16318,                 2.0456,                 2.9556,                 1.8397,               0.008515,               0.008515,               0.008515
                     78,                 1.0305,                0.67125,                 1.0867,                 0.5831,                0.59389,                0.57434,                0.36112,                 1.9002,                 1.3782,                 1.7677,              0.0084952,              0.0084952,              0.0084952
                     79,                 1.0199,                0.67889,                 1.0849,                0.72795,                0.50103,                 0.5242,                0.32004,                 1.8497,                 1.6175,                 1.7186,              0.0084754,              0.0084754,              0.0084754
                     80,                 1.0159,                0.68073,                 1.0827,                0.74279,                0.43786,                0.48736,                0.28045,                 2.0332,                 1.5532,                 1.7814,              0.0084556,              0.0084556,              0.0084556
                     81,                 1.0288,                0.69529,                 1.0898,                0.49314,                0.45908,                0.46939,                0.26641,                 2.0563,                 1.8955,                 1.8965,              0.0084358,              0.0084358,              0.0084358
                     82,                 1.0291,                0.68492,                 1.0942,                0.32197,                0.28746,                0.26458,                0.15246,                 2.0507,                 2.1972,                 1.8441,               0.008416,               0.008416,               0.008416
                     83,                 1.0236,                0.68502,                 1.1009,                 0.6682,                0.52968,                0.56776,                0.37047,                 1.7732,                 1.5381,                 1.6423,              0.0083962,              0.0083962,              0.0083962
                     84,                 1.0208,                0.69704,                 1.0867,                0.47659,                0.43003,                0.42376,                 0.2504,                 2.0456,                 1.9929,                  1.786,              0.0083764,              0.0083764,              0.0083764
                     85,                 1.0108,                0.66743,                 1.0846,                0.58244,                0.58266,                0.55085,                0.36016,                 1.7769,                 1.4541,                 1.6455,              0.0083566,              0.0083566,              0.0083566
                     86,                  1.006,                0.66391,                 1.0834,                0.66975,                0.55241,                0.55524,                0.33886,                 1.7956,                 1.5004,                 1.6455,              0.0083368,              0.0083368,              0.0083368
                     87,                 1.0332,                0.68212,                 1.0909,                0.50293,                0.40677,                0.42068,                0.25258,                 1.9863,                 1.9581,                 1.7574,               0.008317,               0.008317,               0.008317
                     88,                0.99219,                0.64887,                 1.0724,                0.61565,                0.49759,                0.53515,                0.33118,                 1.7699,                 1.6027,                 1.6476,              0.0082972,              0.0082972,              0.0082972
                     89,                 1.0068,                 0.6591,                 1.0824,                0.65713,                0.53579,                0.54592,                0.35952,                   1.83,                 1.4515,                  1.683,              0.0082774,              0.0082774,              0.0082774
                     90,                 1.0042,                0.65235,                 1.0763,                0.58033,                0.39436,                0.40129,                0.24311,                 2.1364,                 1.7031,                 1.8888,              0.0082576,              0.0082576,              0.0082576
                     91,                0.99495,                0.64565,                 1.0675,                0.70882,                0.52761,                0.57462,                0.36676,                 1.7508,                 1.4766,                 1.6299,              0.0082378,              0.0082378,              0.0082378
                     92,                0.98818,                0.65478,                 1.0728,                0.57418,                0.48986,                0.52648,                0.31559,                 1.8309,                 1.6226,                 1.6616,               0.008218,               0.008218,               0.008218
